[Header]
Application Name	LCsolution
Version	1.25
Data File Name	D:\cz\DYL\20200308\NHE1-CHP1-cryoEM.lcd
Output Date	2020/6/28
Output Time	16:20:40

[File Information]
Type	Data File
Generated	2020/3/8 14:29:14
Generated by	Admin
Modified	2020/3/8 15:17:48
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	2020/3/8 14:29:40
Sample Type	0:Unknown
Level	0
Sample Name	1
Sample ID	1
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	40

[Original Files]
Data File	D:\cz\DYL\20200308\NHE1-CHP1-cryoEM.lcd
Method File	C:\Users\HPLC\Desktop\method file\method_Yan\TRP11.lcm
Batch File	D:\cz\Yan\0307nhechp1\20200307batch.lcb
Report Format File	d:\program\LC solution\LCsolution\System\Default.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A-Ch1)]
# of Peaks	214
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
26.63333	21.5
26.65000	21.4
26.66667	21.3
26.68333	21.7
26.70000	21.3
26.71667	21.4
26.73333	21.4
26.75000	21.4
26.76667	21.3
26.78333	21.4
26.80000	21.3
26.81667	21.5
26.83333	21.7
26.85000	21.4
26.86667	21.3
26.88333	21.4
26.90000	21.4
26.91667	21.4
26.93333	21.4
26.95000	21.3
26.96667	21.4
26.98333	21.4
27.00000	21.4
27.01667	21.5
27.03333	21.4
27.05000	21.3
27.06667	21.4
27.08333	21.7
27.10000	21.5
27.11667	21.5
27.13333	21.1
27.15000	21.7
27.16667	21.4
27.18333	21.5
27.20000	21.4
27.21667	21.7
27.23333	21.4
27.25000	21.3
27.26667	21.4
27.28333	21.5
27.30000	21.4
27.31667	21.5
27.33333	21.3
27.35000	21.4
27.36667	21.4
27.38333	21.4
27.40000	21.4
27.41667	21.1
27.43333	21.3
27.45000	21.3
27.46667	21.4
27.48333	21.5
27.50000	21.3
27.51667	21.3
27.53333	21.5
27.55000	21.4
27.56667	21.5
27.58333	21.4
27.60000	21.1
27.61667	21.4
27.63333	21.4
27.65000	21.5
27.66667	21.4
27.68333	21.4
27.70000	21.0
27.71667	21.4
27.73333	21.5
27.75000	21.5
27.76667	21.5
27.78333	21.4
27.80000	21.3
27.81667	21.5
27.83333	21.4
27.85000	21.5
27.86667	21.4
27.88333	21.1
27.90000	21.4
27.91667	21.4
27.93333	21.4
27.95000	21.5
27.96667	21.4
27.98333	21.3
28.00000	21.4
28.01667	21.4
28.03333	21.5
28.05000	21.4
28.06667	21.4
28.08333	21.4
28.10000	21.5
28.11667	21.4
28.13333	21.4
28.15000	21.5
28.16667	21.0
28.18333	21.3
28.20000	21.5
28.21667	21.5
28.23333	21.4
28.25000	21.4
28.26667	21.3
28.28333	21.5
28.30000	21.5
28.31667	21.4
28.33333	21.4
28.35000	21.4
28.36667	21.4
28.38333	21.3
28.40000	21.4
28.41667	21.4
28.43333	21.4
28.45000	21.3
28.46667	21.4
28.48333	21.4
28.50000	21.4
28.51667	21.5
28.53333	21.3
28.55000	21.3
28.56667	21.5
28.58333	21.5
28.60000	21.3
28.61667	21.5
28.63333	21.1
28.65000	21.3
28.66667	21.5
28.68333	21.4
28.70000	21.4
28.71667	21.5
28.73333	21.1
28.75000	21.4
28.76667	21.4
28.78333	21.4
28.80000	21.4
28.81667	21.4
28.83333	21.4
28.85000	21.4
28.86667	21.3
28.88333	21.5
28.90000	21.5
28.91667	21.4
28.93333	21.3
28.95000	21.4
28.96667	21.5
28.98333	21.5
29.00000	21.4
29.01667	21.1
29.03333	21.5
29.05000	21.3
29.06667	21.4
29.08333	21.4
29.10000	21.1
29.11667	21.4
29.13333	21.3
29.15000	21.3
29.16667	21.4
29.18333	21.4
29.20000	21.4
29.21667	21.3
29.23333	21.5
29.25000	21.4
29.26667	21.5
29.28333	21.5
29.30000	21.0
29.31667	21.3
29.33333	21.4
29.35000	21.4
29.36667	21.5
29.38333	21.5
29.40000	21.3
29.41667	21.4
29.43333	21.4
29.45000	21.5
29.46667	21.7
29.48333	21.3
29.50000	21.5
29.51667	21.5
29.53333	21.4
29.55000	21.4
29.56667	21.1
29.58333	21.3
29.60000	21.5
29.61667	21.4
29.63333	21.7
29.65000	21.5
29.66667	21.3
29.68333	21.3
29.70000	21.5
29.71667	21.4
29.73333	21.5
29.75000	21.7
29.76667	21.3
29.78333	21.4
29.80000	21.4
29.81667	21.4
29.83333	21.4
29.85000	21.5
29.86667	21.3
29.88333	21.5
29.90000	21.4
29.91667	21.5
29.93333	21.5
29.95000	21.1
29.96667	21.4
29.98333	21.4
30.00000	21.4
30.01667	21.5
30.03333	21.4
30.05000	21.3
30.06667	21.3
30.08333	21.4
30.10000	21.5
30.11667	21.4
30.13333	21.5
30.15000	21.3
30.16667	21.4
30.18333	21.5
30.20000	21.4
30.21667	21.4
30.23333	21.5
30.25000	21.3
30.26667	21.4
30.28333	21.4
30.30000	21.5
30.31667	21.4
30.33333	21.4
30.35000	21.4
30.36667	21.3
30.38333	21.4
30.40000	21.4
30.41667	21.4
30.43333	21.3
30.45000	21.4
30.46667	21.4
30.48333	21.5
30.50000	21.4
30.51667	21.1
30.53333	21.3
30.55000	21.4
30.56667	21.5
30.58333	21.4
30.60000	21.5
30.61667	21.3
30.63333	21.7
30.65000	21.4
30.66667	21.5
30.68333	21.5
30.70000	21.4
30.71667	21.3
30.73333	21.5
30.75000	21.4
30.76667	21.5
30.78333	21.5
30.80000	21.4
30.81667	21.3
30.83333	21.4
30.85000	21.5
30.86667	21.7
30.88333	21.4
30.90000	21.3
30.91667	21.5
30.93333	21.3
30.95000	21.5
30.96667	21.5
30.98333	21.3
31.00000	21.4
31.01667	21.4
31.03333	21.4
31.05000	21.4
31.06667	21.4
31.08333	21.1
31.10000	21.3
31.11667	21.4
31.13333	21.4
31.15000	21.5
31.16667	21.5
31.18333	21.3
31.20000	21.3
31.21667	21.4
31.23333	21.5
31.25000	21.4
31.26667	21.5
31.28333	21.1
31.30000	21.5
31.31667	21.5
31.33333	21.4
31.35000	21.4
31.36667	21.1
31.38333	21.4
31.40000	21.4
31.41667	21.5
31.43333	21.5
31.45000	21.1
31.46667	21.4
31.48333	21.5
31.50000	21.4
31.51667	21.5
31.53333	21.5
31.55000	21.3
31.56667	21.7
31.58333	21.4
31.60000	21.4
31.61667	21.5
31.63333	21.4
31.65000	21.1
31.66667	21.3
31.68333	21.4
31.70000	21.5
31.71667	21.5
31.73333	21.4
31.75000	21.4
31.76667	21.4
31.78333	21.4
31.80000	21.4
31.81667	21.4
31.83333	21.3
31.85000	21.3
31.86667	21.4
31.88333	21.4
31.90000	21.5
31.91667	21.5
31.93333	21.3
31.95000	21.5
31.96667	21.3
31.98333	21.5
32.00000	21.7
32.01667	21.4
32.03333	21.1
32.05000	21.5
32.06667	21.4
32.08333	21.4
32.10000	21.5
32.11667	21.0
32.13333	21.3
32.15000	21.5
32.16667	21.4
32.18333	21.5
32.20000	21.5
32.21667	21.1
32.23333	21.4
32.25000	21.4
32.26667	21.5
32.28333	21.5
32.30000	21.3
32.31667	21.3
32.33333	21.4
32.35000	21.5
32.36667	21.4
32.38333	21.4
32.40000	21.4
32.41667	21.4
32.43333	21.5
32.45000	21.5
32.46667	21.4
32.48333	21.4
32.50000	21.3
32.51667	21.4
32.53333	21.5
32.55000	21.4
32.56667	21.5
32.58333	21.1
32.60000	21.4
32.61667	21.4
32.63333	21.5
32.65000	21.5
32.66667	21.5
32.68333	21.3
32.70000	21.4
32.71667	21.4
32.73333	21.5
32.75000	21.4
32.76667	21.4
32.78333	21.3
32.80000	21.4
32.81667	21.4
32.83333	21.4
32.85000	21.5
32.86667	21.3
32.88333	21.1
32.90000	21.4
32.91667	21.4
32.93333	21.4
32.95000	21.4
32.96667	21.1
32.98333	21.7
33.00000	21.4
33.01667	21.4
33.03333	21.5
33.05000	21.5
33.06667	21.3
33.08333	21.3
33.10000	21.5
33.11667	21.5
33.13333	21.5
33.15000	21.4
33.16667	21.3
33.18333	21.5
33.20000	21.4
33.21667	21.4
33.23333	21.5
33.25000	21.3
33.26667	21.4
33.28333	21.4
33.30000	21.4
33.31667	21.4
33.33333	21.4
33.35000	21.3
33.36667	21.5
33.38333	21.4
33.40000	21.4
33.41667	21.4
33.43333	21.1
33.45000	21.5
33.46667	21.3
33.48333	21.4
33.50000	21.5
33.51667	21.0
33.53333	21.3
33.55000	21.3
33.56667	21.4
33.58333	21.5
33.60000	21.5
33.61667	21.7
33.63333	21.3
33.65000	21.4
33.66667	21.4
33.68333	21.7
33.70000	21.4
33.71667	21.3
33.73333	21.3
33.75000	21.4
33.76667	21.3
33.78333	21.4
33.80000	21.5
33.81667	21.3
33.83333	21.4
33.85000	21.5
33.86667	21.4
33.88333	21.4
33.90000	21.1
33.91667	21.1
33.93333	21.4
33.95000	21.4
33.96667	21.4
33.98333	21.4
34.00000	21.4
34.01667	21.3
34.03333	21.5
34.05000	21.4
34.06667	21.5
34.08333	21.4
34.10000	21.3
34.11667	21.4
34.13333	21.5
34.15000	21.4
34.16667	21.7
34.18333	21.4
34.20000	21.3
34.21667	21.4
34.23333	21.4
34.25000	21.4
34.26667	21.5
34.28333	21.3
34.30000	21.4
34.31667	21.4
34.33333	21.5
34.35000	21.5
34.36667	21.1
34.38333	21.3
34.40000	21.5
34.41667	21.3
34.43333	21.4
34.45000	21.5
34.46667	21.3
34.48333	21.3
34.50000	21.4
34.51667	21.5
34.53333	21.5
34.55000	21.4
34.56667	21.1
34.58333	21.5
34.60000	21.4
34.61667	21.4
34.63333	21.5
34.65000	21.4
34.66667	21.1
34.68333	21.4
34.70000	21.4
34.71667	21.5
34.73333	21.5
34.75000	21.3
34.76667	21.4
34.78333	21.4
34.80000	21.5
34.81667	21.4
34.83333	21.5
34.85000	21.3
34.86667	21.5
34.88333	21.5
34.90000	21.4
34.91667	21.4
34.93333	21.0
34.95000	21.4
34.96667	21.5
34.98333	21.5
35.00000	21.4
35.01667	21.5
35.03333	21.5
35.05000	21.3
35.06667	21.3
35.08333	21.4
35.10000	21.5
35.11667	21.4
35.13333	21.1
35.15000	21.4
35.16667	21.4
35.18333	21.5
35.20000	21.4
35.21667	21.5
35.23333	21.3
35.25000	21.4
35.26667	21.4
35.28333	21.5
35.30000	21.4
35.31667	21.1
35.33333	21.5
35.35000	21.4
35.36667	21.5
35.38333	21.4
35.40000	21.1
35.41667	21.4
35.43333	21.4
35.45000	21.5
35.46667	21.4
35.48333	21.4
35.50000	21.4
35.51667	21.3
35.53333	21.4
35.55000	21.4
35.56667	21.5
35.58333	21.4
35.60000	21.1
35.61667	21.3
35.63333	21.4
35.65000	21.4
35.66667	21.5
35.68333	21.4
35.70000	21.1
35.71667	21.5
35.73333	21.4
35.75000	21.4
35.76667	21.4
35.78333	21.1
35.80000	21.5
35.81667	21.7
35.83333	21.3
35.85000	21.7
35.86667	21.5
35.88333	21.4
35.90000	21.4
35.91667	21.4
35.93333	21.5
35.95000	21.5
35.96667	21.4
35.98333	21.3
36.00000	21.7
36.01667	21.4
36.03333	21.4
36.05000	21.4
36.06667	21.1
36.08333	21.3
36.10000	21.4
36.11667	21.4
36.13333	21.5
36.15000	21.5
36.16667	21.3
36.18333	21.4
36.20000	21.5
36.21667	21.5
36.23333	21.5
36.25000	21.4
36.26667	21.3
36.28333	21.5
36.30000	21.4
36.31667	21.4
36.33333	21.4
36.35000	21.3
36.36667	21.4
36.38333	21.4
36.40000	21.5
36.41667	21.5
36.43333	21.4
36.45000	21.3
36.46667	21.4
36.48333	21.5
36.50000	21.4
36.51667	21.5
36.53333	21.1
36.55000	21.3
36.56667	21.4
36.58333	21.5
36.60000	21.4
36.61667	21.4
36.63333	21.3
36.65000	21.4
36.66667	21.4
36.68333	21.4
36.70000	21.4
36.71667	21.4
36.73333	21.3
36.75000	21.3
36.76667	21.4
36.78333	21.5
36.80000	21.5
36.81667	21.1
36.83333	21.3
36.85000	21.4
36.86667	21.4
36.88333	21.5
36.90000	21.4
36.91667	21.1
36.93333	21.7
36.95000	21.4
36.96667	21.5
36.98333	21.4
37.00000	21.4
37.01667	21.3
37.03333	21.3
37.05000	21.4
37.06667	21.5
37.08333	21.5
37.10000	21.3
37.11667	21.3
37.13333	21.4
37.15000	21.4
37.16667	21.5
37.18333	21.4
37.20000	21.3
37.21667	21.5
37.23333	21.3
37.25000	21.5
37.26667	21.4
37.28333	21.5
37.30000	21.3
37.31667	21.5
37.33333	21.5
37.35000	21.4
37.36667	21.3
37.38333	21.3
37.40000	21.5
37.41667	21.4
37.43333	21.4
37.45000	21.5
37.46667	21.4
37.48333	21.3
37.50000	21.4
37.51667	21.5
37.53333	21.5
37.55000	21.4
37.56667	21.4
37.58333	21.1
37.60000	21.5
37.61667	21.4
37.63333	21.5
37.65000	21.4
37.66667	21.3
37.68333	21.5
37.70000	21.4
37.71667	21.3
37.73333	21.4
37.75000	21.3
37.76667	21.4
37.78333	21.4
37.80000	21.4
37.81667	21.4
37.83333	21.4
37.85000	21.1
37.86667	21.3
37.88333	21.4
37.90000	21.4
37.91667	21.5
37.93333	21.5
37.95000	21.1
37.96667	21.3
37.98333	21.4
38.00000	21.4
38.01667	21.4
38.03333	21.5
38.05000	21.1
38.06667	21.5
38.08333	21.4
38.10000	21.5
38.11667	21.5
38.13333	21.4
38.15000	21.4
38.16667	21.3
38.18333	21.5
38.20000	21.4
38.21667	21.1
38.23333	21.1
38.25000	21.3
38.26667	21.4
38.28333	21.5
38.30000	21.4
38.31667	21.4
38.33333	21.4
38.35000	21.4
38.36667	21.4
38.38333	21.5
38.40000	21.4
38.41667	21.4
38.43333	21.3
38.45000	21.5
38.46667	21.5
38.48333	21.4
38.50000	21.5
38.51667	21.1
38.53333	21.5
38.55000	21.3
38.56667	21.5
38.58333	21.5
38.60000	21.5
38.61667	21.3
38.63333	21.4
38.65000	21.4
38.66667	21.4
38.68333	21.4
38.70000	21.3
38.71667	21.3
38.73333	21.4
38.75000	21.5
38.76667	21.4
38.78333	21.4
38.80000	21.4
38.81667	21.7
38.83333	21.4
38.85000	21.4
38.86667	21.5
38.88333	21.1
38.90000	21.3
38.91667	21.5
38.93333	21.1
38.95000	21.5
38.96667	21.5
38.98333	21.7
39.00000	21.3
39.01667	21.4
39.03333	21.4
39.05000	21.5
39.06667	21.4
39.08333	21.4
39.10000	21.3
39.11667	21.4
39.13333	21.4
39.15000	21.5
39.16667	21.3
39.18333	21.3
39.20000	21.7
39.21667	21.4
39.23333	21.5
39.25000	21.4
39.26667	21.3
39.28333	21.5
39.30000	21.4
39.31667	21.4
39.33333	21.4
39.35000	21.1
39.36667	21.3
39.38333	21.4
39.40000	21.3
39.41667	21.7
39.43333	21.4
39.45000	21.5
39.46667	21.3
39.48333	21.5
39.50000	21.5
39.51667	21.5
39.53333	21.4
39.55000	21.1
39.56667	21.4
39.58333	21.4
39.60000	21.4
39.61667	21.3
39.63333	21.4
39.65000	21.3
39.66667	21.7
39.68333	21.3
39.70000	21.4
39.71667	21.4
39.73333	21.3
39.75000	21.5
39.76667	21.5
39.78333	21.4
39.80000	21.7
39.81667	21.0
39.83333	21.3
39.85000	21.5
39.86667	21.5
39.88333	21.5
39.90000	21.5
39.91667	21.4
39.93333	21.3
39.95000	21.7
39.96667	21.5
39.98333	21.5
40.00000	21.5
40.01667	21.1
40.03333	21.3
40.05000	21.4
40.06667	21.4
40.08333	21.4
40.10000	21.4
40.11667	21.1
40.13333	21.4
40.15000	21.3
40.16667	21.5
40.18333	21.4
40.20000	21.5
40.21667	21.4
40.23333	21.5
40.25000	21.3
40.26667	21.5
40.28333	21.5
40.30000	21.3
40.31667	21.4
40.33333	21.4
40.35000	21.7
40.36667	21.4
40.38333	21.4
40.40000	21.4
40.41667	21.7
40.43333	21.4
40.45000	21.4
40.46667	21.4
40.48333	21.1
40.50000	21.4
40.51667	21.4
40.53333	21.5
40.55000	21.4
40.56667	21.5
40.58333	21.3
40.60000	21.3
40.61667	21.4
40.63333	21.5
40.65000	21.4
40.66667	21.5
40.68333	21.1
40.70000	21.4
40.71667	21.4
40.73333	21.5
40.75000	21.4
40.76667	21.1
40.78333	21.4
40.80000	21.4
40.81667	21.5
40.83333	21.5
40.85000	21.4
40.86667	21.3
40.88333	21.7
40.90000	21.4
40.91667	21.7
40.93333	21.5
40.95000	21.4
40.96667	21.3
40.98333	21.3
41.00000	21.4
41.01667	21.5
41.03333	21.4
41.05000	21.4
41.06667	21.1
41.08333	21.5
41.10000	21.5
41.11667	21.4
41.13333	21.5
41.15000	21.3
41.16667	21.7
41.18333	21.3
41.20000	21.4
41.21667	21.5
41.23333	21.1
41.25000	21.3
41.26667	21.4
41.28333	21.5
41.30000	21.5
41.31667	21.4
41.33333	21.3
41.35000	21.5
41.36667	21.3
41.38333	21.4
41.40000	21.4
41.41667	21.0
41.43333	21.3
41.45000	21.1
41.46667	21.4
41.48333	21.5
41.50000	21.4
41.51667	21.4
41.53333	21.4
41.55000	21.5
41.56667	21.4
41.58333	21.5
41.60000	21.4
41.61667	21.3
41.63333	21.5
41.65000	21.4
41.66667	21.5
41.68333	21.5
41.70000	21.3
41.71667	21.4
41.73333	21.5
41.75000	21.4
41.76667	21.4
41.78333	21.3
41.80000	21.3
41.81667	21.1
41.83333	21.5
41.85000	21.4
41.86667	21.5
41.88333	21.5
41.90000	21.3
41.91667	21.3
41.93333	21.4
41.95000	21.4
41.96667	21.5
41.98333	21.4
42.00000	21.3
42.01667	21.4
42.03333	21.4
42.05000	21.4
42.06667	21.5
42.08333	21.4
42.10000	21.4
42.11667	21.4
42.13333	21.4
42.15000	21.5
42.16667	21.4
42.18333	21.1
42.20000	21.4
42.21667	21.4
42.23333	21.4
42.25000	21.5
42.26667	21.3
42.28333	21.1
42.30000	21.4
42.31667	21.5
42.33333	21.4
42.35000	21.5
42.36667	21.1
42.38333	21.4
42.40000	21.4
42.41667	21.5
42.43333	21.5
42.45000	21.4
42.46667	21.3
42.48333	21.5
42.50000	21.4
42.51667	21.7
42.53333	21.5
42.55000	21.4
42.56667	21.3
42.58333	21.4
42.60000	21.5
42.61667	21.4
42.63333	21.5
42.65000	21.1
42.66667	21.3
42.68333	21.4
42.70000	21.5
42.71667	21.4
42.73333	21.4
42.75000	21.3
42.76667	21.5
42.78333	21.4
42.80000	21.5
42.81667	21.5
42.83333	21.1
42.85000	21.3
42.86667	21.4
42.88333	21.4
42.90000	21.4
42.91667	21.5
42.93333	21.5
42.95000	21.3
42.96667	21.3
42.98333	21.3
43.00000	21.5
43.01667	21.1
43.03333	21.1
43.05000	21.4
43.06667	21.3
43.08333	21.5
43.10000	21.5
43.11667	21.1
43.13333	21.1
43.15000	21.5
43.16667	21.5
43.18333	21.4
43.20000	21.4
43.21667	21.3
43.23333	21.5
43.25000	21.5
43.26667	21.5
43.28333	21.4
43.30000	21.3
43.31667	21.3
43.33333	21.4
43.35000	21.5
43.36667	21.5
43.38333	21.5
43.40000	21.5
43.41667	21.3
43.43333	21.5
43.45000	21.4
43.46667	21.4
43.48333	21.5
43.50000	21.1
43.51667	21.4
43.53333	21.4
43.55000	21.4
43.56667	21.5
43.58333	21.1
43.60000	21.4
43.61667	21.4
43.63333	21.5
43.65000	21.5
43.66667	21.5
43.68333	21.3
43.70000	21.4
43.71667	21.4
43.73333	21.5
43.75000	21.5
43.76667	21.4
43.78333	21.3
43.80000	21.5
43.81667	21.4
43.83333	21.4
43.85000	21.5
43.86667	21.5
43.88333	21.3
43.90000	21.5
43.91667	21.5
43.93333	21.7
43.95000	21.3
43.96667	21.3
43.98333	21.4
44.00000	21.5
44.01667	21.4
44.03333	21.5
44.05000	21.4
44.06667	21.4
44.08333	21.4
44.10000	21.4
44.11667	21.5
44.13333	21.5
44.15000	21.5
44.16667	21.7
44.18333	21.5
44.20000	21.4
44.21667	21.5
44.23333	21.5
44.25000	21.3
44.26667	21.5
44.28333	21.4
44.30000	21.5
44.31667	21.4
44.33333	21.4
44.35000	21.3
44.36667	21.5
44.38333	21.4
44.40000	21.4
44.41667	21.5
44.43333	21.3
44.45000	21.1
44.46667	21.4
44.48333	21.4
44.50000	21.5
44.51667	21.4
44.53333	21.4
44.55000	21.4
44.56667	21.4
44.58333	21.5
44.60000	21.4
44.61667	21.3
44.63333	21.4
44.65000	21.3
44.66667	21.4
44.68333	21.4
44.70000	21.7
44.71667	20.9
44.73333	21.4
44.75000	21.4
44.76667	21.7
44.78333	21.4
44.80000	21.5
44.81667	21.3
44.83333	21.4
44.85000	21.3
44.86667	21.5
44.88333	21.5
44.90000	21.5
44.91667	21.3
44.93333	21.4
44.95000	21.4
44.96667	21.5
44.98333	21.3
45.00000	21.3
45.01667	21.3
45.03333	21.5
45.05000	21.4
45.06667	21.5
45.08333	21.5
45.10000	21.4
45.11667	21.7
45.13333	21.4
45.15000	21.5
45.16667	21.5
45.18333	21.0
45.20000	21.4
45.21667	21.4
45.23333	21.4
45.25000	21.5
45.26667	21.4
45.28333	21.3
45.30000	21.7
45.31667	21.5
45.33333	21.5
45.35000	21.5
45.36667	21.5
45.38333	21.3
45.40000	21.4
45.41667	21.5
45.43333	21.4
45.45000	21.5
45.46667	21.4
45.48333	21.3
45.50000	21.4
45.51667	21.4
45.53333	21.4
45.55000	21.5
45.56667	21.1
45.58333	21.5
45.60000	21.4
45.61667	21.4
45.63333	21.5
45.65000	21.1
45.66667	21.3
45.68333	21.5
45.70000	21.5
45.71667	21.5
45.73333	21.4
45.75000	21.3
45.76667	21.3
45.78333	21.4
45.80000	21.5
45.81667	21.5
45.83333	21.4
45.85000	21.1
45.86667	21.3
45.88333	21.5
45.90000	21.5
45.91667	21.7
45.93333	21.5
45.95000	21.4
45.96667	21.5
45.98333	21.4
46.00000	21.5
46.01667	21.4
46.03333	21.4
46.05000	21.3
46.06667	21.4
46.08333	21.5
46.10000	21.4
46.11667	21.5
46.13333	21.3
46.15000	21.4
46.16667	21.7
46.18333	21.5
46.20000	21.5
46.21667	21.3
46.23333	21.4
46.25000	21.4
46.26667	21.7
46.28333	21.4
46.30000	21.5
46.31667	21.3
46.33333	21.3
46.35000	21.4
46.36667	21.5
46.38333	21.4
46.40000	21.5
46.41667	21.3
46.43333	21.4
46.45000	21.4
46.46667	21.5
46.48333	21.5
46.50000	21.4
46.51667	21.3
46.53333	21.4
46.55000	21.4
46.56667	21.4
46.58333	21.4
46.60000	21.1
46.61667	21.3
46.63333	21.4
46.65000	21.4
46.66667	21.4
46.68333	21.5
46.70000	21.4
46.71667	21.5
46.73333	21.4
46.75000	21.5
46.76667	21.5
46.78333	21.4
46.80000	21.3
46.81667	21.4
46.83333	21.4
46.85000	21.4
46.86667	21.5
46.88333	21.5
46.90000	21.3
46.91667	21.4
46.93333	21.5
46.95000	21.4
46.96667	21.4
46.98333	21.3
47.00000	21.7
47.01667	21.4
47.03333	21.4
47.05000	21.5
47.06667	21.4
47.08333	21.3
47.10000	21.5
47.11667	21.5
47.13333	21.5
47.15000	21.4
47.16667	21.3
47.18333	21.5
47.20000	21.5
47.21667	21.5
47.23333	21.5
47.25000	21.0
47.26667	21.3
47.28333	21.3
47.30000	21.4
47.31667	21.5
47.33333	21.5
47.35000	21.5
47.36667	21.3
47.38333	21.5
47.40000	21.4
47.41667	21.5
47.43333	21.3
47.45000	21.3
47.46667	21.5
47.48333	21.4
47.50000	21.5
47.51667	21.5
47.53333	21.4
47.55000	21.4
47.56667	21.4
47.58333	21.4
47.60000	21.5
47.61667	21.5
47.63333	21.3
47.65000	21.3
47.66667	21.5
47.68333	21.5
47.70000	21.5
47.71667	21.7
47.73333	21.7
47.75000	21.7
47.76667	21.3
47.78333	21.5
47.80000	21.5
47.81667	21.5
47.83333	21.4
47.85000	21.5
47.86667	21.5
47.88333	21.5
47.90000	21.5
47.91667	21.1
47.93333	21.3
47.95000	21.4
47.96667	21.4
47.98333	21.5
48.00000	21.5

[LC Status Trace(Oven Temp.)]
Interval(msec)	1000
# of Points	2881
Start Time(min)	0.000
End Time(min)	48.000
Intensity Units	C
Intensity Multiplier	1
R.Time (min)	Intensity
0.00000	24.48
0.01667	24.48
0.03333	24.48
0.05000	24.48
0.06667	24.48
0.08333	24.48
0.10000	24.49
0.11667	24.49
0.13333	24.49
0.15000	24.49
0.16667	24.49
0.18333	24.49
0.20000	24.49
0.21667	24.49
0.23333	24.49
0.25000	24.49
0.26667	24.49
0.28333	24.49
0.30000	24.49
0.31667	24.49
0.33333	24.49
0.35000	24.49
0.36667	24.49
0.38333	24.49
0.40000	24.49
0.41667	24.49
0.43333	24.49
0.45000	24.49
0.46667	24.49
0.48333	24.49
0.50000	24.49
0.51667	24.49
0.53333	24.49
0.55000	24.50
0.56667	24.50
0.58333	24.50
0.60000	24.50
0.61667	24.50
0.63333	24.50
0.65000	24.50
0.66667	24.50
0.68333	24.50
0.70000	24.50
0.71667	24.50
0.73333	24.50
0.75000	24.50
0.76667	24.50
0.78333	24.50
0.80000	24.50
0.81667	24.50
0.83333	24.50
0.85000	24.50
0.86667	24.51
0.88333	24.51
0.90000	24.51
0.91667	24.51
0.93333	24.51
0.95000	24.51
0.96667	24.51
0.98333	24.51
1.00000	24.51
1.01667	24.51
1.03333	24.51
1.05000	24.51
1.06667	24.51
1.08333	24.51
1.10000	24.51
1.11667	24.51
1.13333	24.51
1.15000	24.51
1.16667	24.51
1.18333	24.51
1.20000	24.51
1.21667	24.51
1.23333	24.51
1.25000	24.51
1.26667	24.51
1.28333	24.51
1.30000	24.51
1.31667	24.51
1.33333	24.51
1.35000	24.51
1.36667	24.51
1.38333	24.51
1.40000	24.51
1.41667	24.51
1.43333	24.51
1.45000	24.51
1.46667	24.51
1.48333	24.51
1.50000	24.51
1.51667	24.51
1.53333	24.51
1.55000	24.51
1.56667	24.51
1.58333	24.51
1.60000	24.51
1.61667	24.51
1.63333	24.51
1.65000	24.50
1.66667	24.50
1.68333	24.50
1.70000	24.50
1.71667	24.50
1.73333	24.50
1.75000	24.50
1.76667	24.50
1.78333	24.50
1.80000	24.50
1.81667	24.50
1.83333	24.50
1.85000	24.50
1.86667	24.50
1.88333	24.50
1.90000	24.50
1.91667	24.50
1.93333	24.50
1.95000	24.50
1.96667	24.49
1.98333	24.49
2.00000	24.49
2.01667	24.49
2.03333	24.49
2.05000	24.49
2.06667	24.49
2.08333	24.49
2.10000	24.49
2.11667	24.49
2.13333	24.49
2.15000	24.49
2.16667	24.49
2.18333	24.49
2.20000	24.49
2.21667	24.49
2.23333	24.49
2.25000	24.49
2.26667	24.49
2.28333	24.49
2.30000	24.49
2.31667	24.49
2.33333	24.49
2.35000	24.49
2.36667	24.49
2.38333	24.49
2.40000	24.49
2.41667	24.49
2.43333	24.49
2.45000	24.49
2.46667	24.49
2.48333	24.49
2.50000	24.49
2.51667	24.49
2.53333	24.49
2.55000	24.50
