[Header]
Application Name	LCsolution
Version	1.25
Data File Name	D:\cz\DYL\20200308\NHE1-CHP1-SEC26.lcd
Output Date	2020/6/28
Output Time	16:20:40

[File Information]
Type	Data File
Generated	2020/3/8 15:17:46
Generated by	Admin
Modified	2020/3/8 16:06:19
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	2020/3/8 15:18:14
Sample Type	0:Unknown
Level	0
Sample Name	1
Sample ID	1
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	40

[Original Files]
Data File	D:\cz\DYL\20200308\NHE1-CHP1-SEC26.lcd
Method File	C:\Users\HPLC\Desktop\method file\method_Yan\TRP11.lcm
Batch File	D:\cz\Yan\0307nhechp1\20200307batch.lcb
Report Format File	d:\program\LC solution\LCsolution\System\Default.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A-Ch1)]
# of Peaks	329
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
168	25.163	25.125	26.825	6336815	114265	55.4570	0.0000	 V 			125.913	236	635.800	0.000	0.011	1.003	0.0000	0.0000
169	26.838	26.825	26.958	90226	13168	6.8520	0.0000	 V 			134.364	36352	4.126	0.000	0.471	1.067	0.0000	0.0000
170	26.999	26.958	27.183	80428	9299	8.6490	0.0000	 V 			135.174	42328	3.544	0.000	0.295	1.006	0.0000	0.0000
171	27.198	27.183	27.317	15822	2896	5.4630	0.0000	 V 			136.179	340465	0.441	0.000	0.560	1.007	0.0000	0.0000
172	27.332	27.317	27.417	2115	780	2.7110	0.0000	   			136.856	3074673	0.049	3.515	1.079	1.005	0.0000	0.0000
173	27.434	27.417	27.500	2857	633	4.5140	0.0000	   			137.369	1961630	0.076	2.508	1.444	1.004	0.0000	0.0000
174	27.517	27.500	27.608	4607	324	14.2000	0.0000	   			137.786	16759	8.951	3.325	0.178	1.003	0.0000	0.0000
175	27.636	27.608	27.825	16102	1581	10.1850	0.0000	   			138.386	274513	0.546	4.334	0.224	1.004	0.0000	0.0000
176	27.872	27.850	27.917	2999	956	3.1360	0.0000	   			139.578	3060004	0.049	1.530	1.720	1.009	0.0000	0.0000
177	27.958	27.917	28.050	12533	2598	4.8240	0.0000	   			140.014	746350	0.201	1.632	0.896	1.003	0.0000	0.0000
178	28.080	28.050	28.200	10041	1358	7.3940	0.0000	   			140.627	554397	0.271	2.599	0.867	1.004	0.0000	0.0000
179	28.261	28.225	28.325	2971	737	4.0320	0.0000	   			141.542	1972833	0.076	1.396	1.568	1.007	0.0000	0.0000
180	28.352	28.325	28.425	6289	1404	4.4780	0.0000	   			141.999	1645808	0.091	1.954	1.074	1.003	0.0000	0.0000
181	28.595	28.583	28.650	1879	795	2.3620	0.0000	   			143.224	3611974	0.042	2.812	3.271	1.009	0.0000	0.0000
182	28.916	28.775	29.042	18033	2700	6.6800	0.0000	   			144.846	195992	0.765	1.018	2.000	1.011	0.0000	0.0000
183	29.101	29.042	29.233	10528	1761	5.9780	0.0000	   			145.776	279149	0.537	1.632	0.766	1.006	0.0000	0.0000
184	29.263	29.233	29.333	6728	1615	4.1660	0.0000	   			146.596	1494483	0.100	1.719	1.029	1.006	0.0000	0.0000
185	29.366	29.333	29.408	2965	1070	2.7720	0.0000	   			147.113	3240761	0.046	1.149	1.274	1.004	0.0000	0.0000
186	29.449	29.408	29.492	4195	1770	2.3700	0.0000	   			147.534	2750084	0.055	0.973	1.223	1.003	0.0000	0.0000
187	29.539	29.508	29.617	4371	1034	4.2270	0.0000	   			147.985	1664447	0.090	1.709	1.099	1.003	0.0000	0.0000
188	29.635	29.617	29.758	7572	1663	4.5530	0.0000	   			148.471	1470118	0.102	4.079	1.019	1.003	0.0000	0.0000
189	29.788	29.758	29.867	6589	1948	3.3830	0.0000	   			149.244	1286941	0.117	1.813	1.511	1.005	0.0000	0.0000
190	29.925	29.867	29.950	3521	1208	2.9140	0.0000	   			149.935	2095012	0.072	0.710	1.459	1.005	0.0000	0.0000
191	29.989	29.967	30.033	3029	1256	2.4110	0.0000	   			150.254	3453340	0.043	1.629	0.859	1.002	0.0000	0.0000
192	30.074	30.042	30.158	5690	1393	4.0840	0.0000	   			150.684	1505750	0.100	1.725	1.050	1.003	0.0000	0.0000
193	30.181	30.158	30.217	1233	738	1.6700	0.0000	   			151.226	5127100	0.029	1.263	1.420	1.004	0.0000	0.0000
194	30.404	30.267	30.475	5897	1515	3.8920	0.0000	   			152.350	5810	25.817	0.000	0.270	1.007	0.0000	0.0000
195	30.562	30.475	30.658	11015	1903	5.7870	0.0000	 V 			153.148	204753	0.733	0.000	0.170	1.005	0.0000	0.0000
196	30.741	30.658	30.800	21562	3877	5.5620	0.0000	   			154.046	321630	0.466	0.000	0.732	1.006	0.0000	0.0000
197	30.835	30.800	31.108	37440	3147	11.8960	0.0000	 V 			154.525	68128	2.202	0.000	0.275	1.003	0.0000	0.0000
198	31.180	31.167	31.258	2910	921	3.1610	0.0000	   			156.265	1619694	0.093	3.395	1.210	1.011	0.0000	0.0000
199	31.335	31.283	31.383	8001	2236	3.5780	0.0000	 V 			157.042	821931	0.182	0.000	1.304	1.005	0.0000	0.0000
200	31.412	31.383	31.508	4203	1758	2.3910	0.0000	   			157.433	1787348	0.084	1.882	0.667	1.002	0.0000	0.0000
201	31.638	31.592	31.758	14353	3239	4.4310	0.0000	   			158.574	884444	0.170	1.674	1.980	1.007	0.0000	0.0000
202	31.777	31.758	31.867	5894	1622	3.6350	0.0000	   			159.274	1248656	0.120	2.803	1.117	1.004	0.0000	0.0000
203	31.887	31.867	31.958	3612	920	3.9280	0.0000	   			159.828	2224545	0.067	2.336	1.102	1.003	0.0000	0.0000
204	32.398	32.375	32.475	9005	1454	6.1930	0.0000	   			162.406	1889243	0.079	2.191	5.687	1.016	0.0000	0.0000
205	32.732	32.700	32.758	1459	787	1.8550	0.0000	   			164.089	6037696	0.025	0.954	4.520	1.010	0.0000	0.0000
206	32.817	32.758	32.858	3841	1104	3.4790	0.0000	   			164.517	1450722	0.103	0.847	1.047	1.003	0.0000	0.0000
207	33.099	32.858	33.142	66590	6661	9.9970	0.0000	   			165.943	132480	1.132	0.000	1.196	1.009	0.0000	0.0000
208	33.281	33.142	33.358	118735	10933	10.8610	0.0000	 V 			166.859	45811	3.274	0.000	0.368	1.006	0.0000	0.0000
209	33.398	33.358	33.458	78250	13861	5.6450	0.0000	 V 			167.450	19533	7.679	0.000	0.149	1.004	0.0000	0.0000
210	33.616	33.458	33.658	179042	17086	10.4790	0.0000	 V 			168.550	1095	137.025	0.000	0.087	1.007	0.0000	0.0000
211	33.830	33.658	33.875	239573	19626	12.2070	0.0000	 V 			169.628	16982	8.833	0.000	0.084	1.006	0.0000	0.0000
212	33.926	33.875	33.992	130736	19972	6.5460	0.0000	 V 			170.114	68001	2.206	0.000	0.123	1.003	0.0000	0.0000
213	34.074	33.992	34.117	138889	19623	7.0780	0.0000	 V 			170.862	12247	12.248	0.000	0.169	1.004	0.0000	0.0000
214	34.143	34.117	34.183	75616	19392	3.8990	0.0000	 V 			171.207	10444	14.362	0.000	0.053	1.002	0.0000	0.0000
215	34.202	34.183	34.275	103032	19990	5.1540	0.0000	 V 			171.507	40170	3.734	0.000	0.059	1.002	0.0000	0.0000
216	34.295	34.275	34.317	45518	18843	2.4160	0.0000	 V 			171.974	27983	5.360	0.000	0.123	1.003	0.0000	0.0000
217	34.372	34.317	34.450	145717	18762	7.7670	0.0000	 V 			172.362	3015	49.757	0.000	0.046	1.002	0.0000	0.0000
218	34.487	34.450	34.517	74946	19447	3.8540	0.0000	 V 			172.942	30985	4.841	0.000	0.070	1.003	0.0000	0.0000
219	34.549	34.517	34.642	135798	18999	7.1480	0.0000	 V 			173.257	27211	5.513	0.000	0.077	1.002	0.0000	0.0000
220	34.807	34.642	34.842	221187	19826	11.1560	0.0000	 V 			174.557	25930	5.785	0.000	0.303	1.008	0.0000	0.0000
221	34.862	34.842	34.892	58282	19728	2.9540	0.0000	 V 			174.835	18060	8.306	0.000	0.058	1.002	0.0000	0.0000
222	34.993	34.892	35.050	192186	20858	9.2140	0.0000	 V 			175.495	4388	34.188	0.000	0.083	1.004	0.0000	0.0000
223	35.067	35.050	35.142	111279	21450	5.1880	0.0000	 V 			175.870	28596	5.245	0.000	0.051	1.002	0.0000	0.0000
224	35.178	35.142	35.217	96558	22613	4.2700	0.0000	 V 			176.430	41150	3.645	0.000	0.146	1.003	0.0000	0.0000
225	35.259	35.217	35.400	218200	21648	10.0800	0.0000	 V 			176.838	3213	46.681	0.000	0.051	1.002	0.0000	0.0000
226	35.493	35.400	35.683	304617	20037	15.2030	0.0000	 V 			178.016	18482	8.116	0.000	0.132	1.007	0.0000	0.0000
227	35.730	35.683	35.783	88095	15796	5.5770	0.0000	 V 			179.212	47187	3.179	0.000	0.279	1.007	0.0000	0.0000
228	35.826	35.783	35.917	109354	14709	7.4350	0.0000	 V 			179.696	16460	9.113	0.000	0.108	1.003	0.0000	0.0000
229	35.957	35.917	36.008	70066	13578	5.1600	0.0000	 V 			180.359	106394	1.410	0.000	0.169	1.004	0.0000	0.0000
230	36.062	36.008	36.183	117467	11993	9.7940	0.0000	 V 			180.886	12919	11.611	0.000	0.122	1.003	0.0000	0.0000
231	36.206	36.183	36.242	35094	10830	3.2410	0.0000	 V 			181.615	431526	0.348	0.000	0.194	1.004	0.0000	0.0000
232	36.318	36.242	36.392	86704	10929	7.9330	0.0000	 V 			182.178	101553	1.477	0.000	0.330	1.003	0.0000	0.0000
233	36.420	36.392	36.525	55183	8075	6.8330	0.0000	 V 			182.692	73427	2.043	0.000	0.205	1.003	0.0000	0.0000
234	36.572	36.525	36.650	39127	6620	5.9100	0.0000	 V 			183.461	230028	0.652	0.000	0.362	1.004	0.0000	0.0000
235	36.665	36.650	36.725	16881	4609	3.6620	0.0000	 V 			183.928	1228255	0.122	0.000	0.424	1.003	0.0000	0.0000
236	36.767	36.725	36.942	30567	3850	7.9400	0.0000	 V 			184.444	318652	0.471	0.000	0.520	1.003	0.0000	0.0000
237	37.018	36.942	37.058	5946	1356	4.3860	0.0000	   			185.706	1493794	0.100	0.000	1.312	1.007	0.0000	0.0000
238	37.065	37.058	37.117	2219	954	2.3250	0.0000	 V 			185.947	6177798	0.024	0.000	0.527	1.001	0.0000	0.0000
239	37.230	37.200	37.283	3909	1404	2.7840	0.0000	   			186.777	3737190	0.040	1.360	2.408	1.004	0.0000	0.0000
240	37.359	37.292	37.483	11682	1871	6.2440	0.0000	   			187.430	232603	0.645	1.469	0.670	1.003	0.0000	0.0000
241	37.523	37.483	37.550	4659	1806	2.5790	0.0000	   			188.255	3148781	0.048	0.000	0.829	1.004	0.0000	0.0000
242	37.565	37.550	37.633	5456	1611	3.3870	0.0000	 V 			188.467	1681303	0.089	0.000	0.421	1.001	0.0000	0.0000
243	37.675	37.633	37.858	19859	2327	8.5350	0.0000	   			189.022	739312	0.203	2.703	0.755	1.003	0.0000	0.0000
244	37.915	37.858	37.992	4292	1530	2.8050	0.0000	   			190.233	2998482	0.050	0.990	1.827	1.006	0.0000	0.0000
245	38.022	37.992	38.100	3886	1345	2.8890	0.0000	   			190.772	3002816	0.050	1.813	1.218	1.003	0.0000	0.0000
246	38.258	38.158	38.325	12331	1438	8.5740	0.0000	   			191.964	437177	0.343	0.000	1.481	1.006	0.0000	0.0000
247	38.407	38.325	38.433	12915	3371	3.8310	0.0000	 V 			192.712	1337234	0.112	0.000	0.814	1.004	0.0000	0.0000
248	38.496	38.433	38.558	20107	3918	5.1310	0.0000	 V 			193.163	640979	0.234	0.000	0.551	1.002	0.0000	0.0000
249	38.565	38.558	38.608	7139	2723	2.6220	0.0000	 V 			193.513	1165064	0.129	0.000	0.414	1.002	0.0000	0.0000
250	38.738	38.608	38.792	41128	5104	8.0580	0.0000	 V 			194.382	321879	0.466	0.000	0.829	1.004	0.0000	0.0000
251	38.850	38.792	38.883	21415	4798	4.4630	0.0000	 V 			194.950	496850	0.302	0.000	0.456	1.003	0.0000	0.0000
252	38.908	38.883	38.958	17886	4312	4.1480	0.0000	 V 			195.241	407894	0.368	0.000	0.248	1.001	0.0000	0.0000
253	38.977	38.958	39.017	15223	4986	3.0530	0.0000	 V 			195.591	482225	0.311	0.000	0.296	1.002	0.0000	0.0000
254	39.079	39.017	39.117	25973	4969	5.2270	0.0000	 V 			196.106	278076	0.539	0.000	0.392	1.003	0.0000	0.0000
255	39.136	39.117	39.167	14073	5106	2.7560	0.0000	 V 			196.393	423869	0.354	0.000	0.212	1.001	0.0000	0.0000
256	39.250	39.167	39.308	50682	6746	7.5130	0.0000	 V 			196.965	66726	2.248	0.000	0.267	1.003	0.0000	0.0000
257	39.343	39.308	39.383	34156	8714	3.9200	0.0000	 V 			197.437	356745	0.420	0.000	0.215	1.002	0.0000	0.0000
258	39.452	39.383	39.467	36475	7983	4.5690	0.0000	 V 			197.984	77190	1.943	0.000	0.261	1.003	0.0000	0.0000
259	39.469	39.467	39.533	30076	7730	3.8910	0.0000	 V 			198.071	48003	3.125	0.000	0.027	1.000	0.0000	0.0000
260	39.609	39.533	39.642	53041	8877	5.9750	0.0000	 V 			198.774	204345	0.734	0.000	0.260	1.004	0.0000	0.0000
261	39.795	39.642	39.850	107972	10377	10.4050	0.0000	 V 			199.713	68573	2.187	0.000	0.388	1.005	0.0000	0.0000
262	39.889	39.850	39.933	43683	9373	4.6600	0.0000	 V 			200.188	107665	1.393	0.000	0.172	1.002	0.0000	0.0000
263	39.961	39.933	39.992	31620	9784	3.2320	0.0000	 V 			200.554	180776	0.830	0.000	0.168	1.002	0.0000	0.0000
264	40.112	39.992	40.158	102054	11586	8.8090	0.0000	 V 			201.313	84753	1.770	0.000	0.325	1.004	0.0000	0.0000
265	40.246	40.158	40.350	128384	12608	10.1830	0.0000	 V 			201.991	63560	2.360	0.000	0.226	1.003	0.0000	0.0000
266	40.448	40.350	40.500	106454	13506	7.8820	0.0000	 V 			203.009	21557	6.958	0.000	0.232	1.005	0.0000	0.0000
267	40.595	40.500	40.658	120538	13782	8.7460	0.0000	 V 			203.749	49927	3.004	0.000	0.160	1.004	0.0000	0.0000
268	40.672	40.658	40.692	24751	12689	1.9510	0.0000	 V 			204.137	36858	4.070	0.000	0.098	1.002	0.0000	0.0000
269	40.705	40.692	40.750	43650	13089	3.3350	0.0000	 V 			204.302	113002	1.327	0.000	0.049	1.001	0.0000	0.0000
270	40.818	40.750	40.900	109858	13256	8.2880	0.0000	 V 			204.873	53023	2.829	0.000	0.190	1.003	0.0000	0.0000
271	40.967	40.900	41.033	94028	12630	7.4450	0.0000	 V 			205.627	55172	2.719	0.000	0.212	1.004	0.0000	0.0000
272	41.056	41.033	41.117	54264	11191	4.8490	0.0000	 V 			206.074	35126	4.270	0.000	0.113	1.002	0.0000	0.0000
273	41.160	41.117	41.225	69712	11938	5.8390	0.0000	 V 			206.599	101628	1.476	0.000	0.149	1.003	0.0000	0.0000
274	41.333	41.225	41.458	145210	11570	12.5510	0.0000	 V 			207.471	20208	7.423	0.000	0.206	1.004	0.0000	0.0000
275	41.546	41.458	41.617	94241	10836	8.6970	0.0000	 V 			208.548	37112	4.042	0.000	0.211	1.005	0.0000	0.0000
276	41.659	41.617	41.700	49662	10464	4.7460	0.0000	 V 			209.116	48520	3.092	0.000	0.139	1.003	0.0000	0.0000
277	41.727	41.700	41.800	61484	10942	5.6190	0.0000	 V 			209.461	203901	0.736	0.000	0.121	1.002	0.0000	0.0000
278	41.877	41.800	42.042	132873	10573	12.5670	0.0000	 V 			210.214	44968	3.336	0.000	0.258	1.004	0.0000	0.0000
279	42.069	42.042	42.100	31153	9802	3.1780	0.0000	 V 			211.183	733109	0.205	0.000	0.389	1.005	0.0000	0.0000
280	42.165	42.100	42.208	52181	9040	5.7720	0.0000	 V 			211.667	86407	1.736	0.000	0.249	1.002	0.0000	0.0000
281	42.242	42.208	42.308	48991	9214	5.3170	0.0000	 V 			212.059	177804	0.844	0.000	0.159	1.002	0.0000	0.0000
282	42.345	42.308	42.375	29777	7824	3.8060	0.0000	 V 			212.575	174263	0.861	0.000	0.254	1.002	0.0000	0.0000
283	42.395	42.375	42.475	41341	7876	5.2490	0.0000	 V 			212.827	78457	1.912	0.000	0.099	1.001	0.0000	0.0000
284	42.512	42.475	42.575	40700	7485	5.4370	0.0000	 V 			213.421	22866	6.560	0.000	0.136	1.003	0.0000	0.0000
285	42.648	42.575	42.717	54346	6939	7.8320	0.0000	 V 			214.102	195517	0.767	0.000	0.179	1.003	0.0000	0.0000
286	42.739	42.717	42.833	41080	6826	6.0180	0.0000	 V 			214.565	303963	0.493	0.000	0.264	1.002	0.0000	0.0000
287	42.898	42.833	42.925	28676	5876	4.8800	0.0000	 V 			215.363	228114	0.658	0.000	0.473	1.004	0.0000	0.0000
288	42.939	42.925	43.025	31064	5878	5.2850	0.0000	 V 			215.572	437119	0.343	0.000	0.134	1.001	0.0000	0.0000
289	43.088	43.025	43.142	39932	6715	5.9460	0.0000	 V 			216.321	492455	0.305	0.000	0.588	1.003	0.0000	0.0000
290	43.176	43.142	43.225	27393	5740	4.7730	0.0000	 V 			216.769	44878	3.342	0.000	0.167	1.002	0.0000	0.0000
291	43.279	43.225	43.358	42054	5949	7.0700	0.0000	 V 			217.285	32072	4.677	0.000	0.115	1.002	0.0000	0.0000
292	43.378	43.358	43.517	36310	4459	8.1430	0.0000	 V 			217.787	70167	2.138	0.000	0.123	1.002	0.0000	0.0000
293	43.531	43.517	43.575	10864	3224	3.3700	0.0000	 V 			218.558	210224	0.714	0.000	0.295	1.004	0.0000	0.0000
294	43.663	43.575	43.767	42083	5041	8.3480	0.0000	 V 			219.223	443184	0.338	0.000	0.411	1.003	0.0000	0.0000
295	43.789	43.767	43.850	11518	2880	3.9990	0.0000	 V 			219.861	1392187	0.108	0.000	0.616	1.003	0.0000	0.0000
296	43.937	43.850	44.000	16466	3709	4.4400	0.0000	 V 			220.604	2684378	0.056	0.000	1.151	1.003	0.0000	0.0000
297	44.068	44.000	44.250	22299	3085	7.2280	0.0000	   			221.265	580358	0.258	1.973	0.774	1.003	0.0000	0.0000
298	44.347	44.250	44.442	12759	2093	6.0970	0.0000	   			222.672	573598	0.262	0.000	1.199	1.006	0.0000	0.0000
299	44.474	44.442	44.500	2897	1574	1.8400	0.0000	 V 			223.315	13612565	0.011	0.000	0.902	1.003	0.0000	0.0000
300	44.544	44.500	44.583	7561	2324	3.2530	0.0000	 V 			223.666	3245645	0.046	0.000	0.947	1.002	0.0000	0.0000
301	44.630	44.583	44.675	7427	1885	3.9400	0.0000	 V 			224.101	1246716	0.120	0.000	0.667	1.002	0.0000	0.0000
302	44.706	44.675	44.792	14763	3396	4.3470	0.0000	 V 			224.483	2435597	0.062	0.000	0.552	1.002	0.0000	0.0000
303	44.878	44.792	45.033	30175	3101	9.7300	0.0000	 V 			225.352	471605	0.318	0.000	0.916	1.004	0.0000	0.0000
304	45.066	45.033	45.133	11177	2716	4.1150	0.0000	 V 			226.302	1316934	0.114	0.000	0.899	1.004	0.0000	0.0000
305	45.161	45.133	45.258	10526	1921	5.4790	0.0000	 V 			226.781	1321930	0.113	0.000	0.605	1.002	0.0000	0.0000
306	45.315	45.258	45.350	6304	2232	2.8240	0.0000	   			227.557	5231295	0.029	0.000	1.302	1.003	0.0000	0.0000
307	45.410	45.350	45.483	7724	2183	3.5390	0.0000	 V 			228.036	3786139	0.040	0.000	1.100	1.002	0.0000	0.0000
308	45.519	45.483	45.567	4067	1180	3.4450	0.0000	   			228.585	1433325	0.105	0.000	0.888	1.002	0.0000	0.0000
309	45.581	45.567	45.608	5406	2615	2.0670	0.0000	 V 			228.899	1849031	0.081	0.000	0.435	1.001	0.0000	0.0000
310	45.662	45.608	45.733	18785	3234	5.8080	0.0000	 V 			229.307	538932	0.278	0.000	0.423	1.002	0.0000	0.0000
311	45.899	45.733	45.950	45739	5246	8.7190	0.0000	 V 			230.504	748121	0.201	0.000	1.029	1.005	0.0000	0.0000
312	45.991	45.950	46.042	35785	7150	5.0050	0.0000	 V 			230.966	830498	0.181	0.000	0.442	1.002	0.0000	0.0000
313	46.079	46.042	46.108	26341	7432	3.5440	0.0000	 V 			231.412	149094	1.006	0.000	0.260	1.002	0.0000	0.0000
314	46.168	46.108	46.242	60137	8338	7.2120	0.0000	 V 			231.856	197175	0.761	0.000	0.197	1.002	0.0000	0.0000
315	46.254	46.242	46.317	34044	8253	4.1250	0.0000	 V 			232.294	195077	0.769	0.000	0.208	1.002	0.0000	0.0000
316	46.329	46.317	46.383	29318	7477	3.9210	0.0000	 V 			232.669	301490	0.498	0.000	0.196	1.002	0.0000	0.0000
317	46.465	46.383	46.608	94510	8469	11.1590	0.0000	 V 			233.356	203128	0.738	0.000	0.364	1.003	0.0000	0.0000
318	46.618	46.608	46.692	20662	5108	4.0450	0.0000	 V 			234.126	105566	1.421	0.000	0.309	1.003	0.0000	0.0000
319	46.708	46.692	46.808	15402	3142	4.9020	0.0000	 V 			234.583	413824	0.362	0.000	0.210	1.002	0.0000	0.0000
320	46.854	46.808	46.925	9259	2034	4.5510	0.0000	   			235.320	3553874	0.042	0.000	0.749	1.003	0.0000	0.0000
321	46.942	46.925	46.992	5138	1529	3.3610	0.0000	 V 			235.760	1246933	0.120	0.000	0.652	1.002	0.0000	0.0000
322	47.026	46.992	47.150	13247	2786	4.7550	0.0000	 V 			236.186	2287029	0.066	0.000	0.577	1.002	0.0000	0.0000
323	47.207	47.150	47.242	4185	1669	2.5080	0.0000	   			237.098	6119319	0.025	0.000	1.803	1.004	0.0000	0.0000
324	47.275	47.242	47.358	11322	2529	4.4770	0.0000	 V 			237.439	2357798	0.064	0.000	0.678	1.001	0.0000	0.0000
325	47.397	47.358	47.458	8719	2628	3.3170	0.0000	   			238.059	3750274	0.040	1.342	1.111	1.003	0.0000	0.0000
326	47.524	47.458	47.575	5842	1208	4.8380	0.0000	   			238.696	3030373	0.049	0.942	1.221	1.003	0.0000	0.0000
327	47.599	47.575	47.642	4389	1274	3.4450	0.0000	   			239.073	3727402	0.040	0.000	0.720	1.002	0.0000	0.0000
328	47.731	47.642	47.775	18513	3106	5.9600	0.0000	 V 			239.743	1011540	0.148	0.000	0.921	1.003	0.0000	0.0000
329	47.794	47.775	47.883	10988	2630	4.1770	0.0000	 V 			240.060	1067508	0.141	0.000	0.335	1.001	0.0000	0.0000

[Peak Table(PDA-Ch1)]
# of Peaks	0

[Compound Results(Detector A)]
# of IDs	0

[Compound Results(PDA)]
# of IDs	0

[Group Results(Detector A)]
# of Groups	0

[Group Results(PDA)]
# of Groups	0

[LC Chromatogram(Detector A-Ch1)]
Interval(msec)	500
# of Points	5761
Start Time(min)	0.000
End Time(min)	48.000
Intensity Units	mV
Intensity Multiplier	0.001
Ex. Wavelength(nm)	280
Em. Wavelength(nm)	350
R.Time (min)	Intensity
0.00000	3161
0.00833	3161
0.01667	-176
0.02500	-428
0.03333	-424
0.04167	-825
0.05000	-843
0.05833	-813
0.06667	-309
0.07500	103
0.08333	650
0.09167	1216
0.10000	1622
0.10833	1788
0.11667	1833
0.12500	1765
0.13333	2180
0.14167	2728
0.15000	2755
0.15833	2535
0.16667	2190
0.17500	2454
0.18333	2542
0.19167	3031
0.20000	3563
0.20833	3423
0.21667	3702
0.22500	4333
0.23333	4151
0.24167	3159
0.25000	3132
0.25833	4151
0.26667	4723
0.27500	4992
0.28333	5097
0.29167	4994
0.30000	4817
0.30833	4730
0.31667	4494
0.32500	4359
0.33333	5046
0.34167	5772
0.35000	5702
0.35833	5304
0.36667	5682
0.37500	5898
0.38333	6286
0.39167	7800
0.40000	8894
0.40833	9036
0.41667	8451
0.42500	8419
0.43333	8712
0.44167	8870
0.45000	9016
0.45833	9410
0.46667	8687
0.47500	7715
0.48333	8084
0.49167	8769
0.50000	9596
0.50833	9726
0.51667	8928
0.52500	8566
0.53333	9003
0.54167	9063
0.55000	9185
0.55833	9547
0.56667	9912
0.57500	9999
0.58333	10129
0.59167	10865
0.60000	11464
0.60833	12023
0.61667	12927
0.62500	13312
0.63333	12725
0.64167	12222
0.65000	12272
0.65833	12859
0.66667	13291
0.67500	13451
0.68333	13236
0.69167	12930
0.70000	12435
0.70833	12543
0.71667	13198
0.72500	13598
0.73333	13511
0.74167	13462
0.75000	13643
0.75833	13401
0.76667	13057
0.77500	13237
0.78333	13814
0.79167	14176
0.80000	14907
0.80833	15103
0.81667	14741
0.82500	14829
0.83333	14852
0.84167	14497
0.85000	14327
0.85833	14886
0.86667	15745
0.87500	16067
0.88333	16040
0.89167	16410
0.90000	16504
0.90833	16831
0.91667	17698
0.92500	18158
0.93333	18652
0.94167	19142
0.95000	18543
0.95833	17774
0.96667	17381
0.97500	17018
0.98333	16915
0.99167	17470
1.00000	17783
1.00833	18088
1.01667	18136
1.02500	18330
1.03333	18533
1.04167	19012
1.05000	19213
1.05833	19573
1.06667	19544
1.07500	19984
1.08333	20378
1.09167	20266
1.10000	20364
1.10833	20770
1.11667	20924
1.12500	21420
1.13333	21174
1.14167	20633
1.15000	21028
1.15833	21008
1.16667	20839
1.17500	20720
1.18333	20504
1.19167	20774
1.20000	21323
1.20833	21564
1.21667	21392
1.22500	21833
1.23333	22139
1.24167	22341
1.25000	22125
1.25833	21974
1.26667	22476
1.27500	22750
1.28333	22691
1.29167	22445
1.30000	22684
1.30833	23023
1.31667	23812
1.32500	24093
1.33333	23937
1.34167	24008
1.35000	23469
1.35833	22984
1.36667	23231
1.37500	23720
1.38333	23740
1.39167	24390
1.40000	24259
1.40833	23641
1.41667	23883
1.42500	24324
1.43333	24819
1.44167	25672
1.45000	25825
1.45833	25945
1.46667	26503
1.47500	26463
1.48333	26253
1.49167	25889
1.50000	25396
1.50833	25422
1.51667	25938
1.52500	26003
1.53333	25743
1.54167	25930
1.55000	26548
1.55833	26396
1.56667	26398
1.57500	26634
1.58333	27753
1.59167	28496
1.60000	28847
1.60833	29142
1.61667	29496
1.62500	29459
1.63333	29270
1.64167	29036
1.65000	28661
1.65833	28540
1.66667	28390
1.67500	27754
1.68333	27296
1.69167	27998
1.70000	29440
1.70833	30676
1.71667	30990
1.72500	30722
1.73333	30365
1.74167	29994
1.75000	29980
1.75833	30155
1.76667	30381
1.77500	30801
1.78333	31701
1.79167	32081
1.80000	31757
1.80833	31757
1.81667	31465
1.82500	31437
1.83333	31719
1.84167	31600
1.85000	31674
1.85833	31570
1.86667	32279
1.87500	32963
1.88333	33258
1.89167	33355
1.90000	33842
1.90833	34068
1.91667	33857
1.92500	34017
1.93333	33872
1.94167	33758
1.95000	33957
1.95833	34050
1.96667	34189
1.97500	34256
1.98333	34563
1.99167	34868
2.00000	35110
2.00833	35350
2.01667	35173
2.02500	34377
2.03333	33765
2.04167	33750
2.05000	33783
2.05833	33991
