[Header]
Application Name	LCsolution
Version	1.25
Data File Name	D:\cz\DYL\20200308\NHE1-CHP1-SEC26.lcd
Output Date	2020/6/28
Output Time	16:20:40

[File Information]
Type	Data File
Generated	2020/3/8 15:17:46
Generated by	Admin
Modified	2020/3/8 16:06:19
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	2020/3/8 15:18:14
Sample Type	0:Unknown
Level	0
Sample Name	1
Sample ID	1
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	40

[Original Files]
Data File	D:\cz\DYL\20200308\NHE1-CHP1-SEC26.lcd
Method File	C:\Users\HPLC\Desktop\method file\method_Yan\TRP11.lcm
Batch File	D:\cz\Yan\0307nhechp1\20200307batch.lcb
Report Format File	d:\program\LC solution\LCsolution\System\Default.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A-Ch1)]
# of Peaks	329
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
6.11667	21.5
6.13333	21.5
6.15000	21.5
6.16667	21.5
6.18333	21.5
6.20000	21.5
6.21667	21.5
6.23333	21.3
6.25000	21.3
6.26667	21.4
6.28333	21.5
6.30000	21.5
6.31667	21.4
6.33333	21.1
6.35000	21.5
6.36667	21.5
6.38333	21.5
6.40000	21.5
6.41667	21.5
6.43333	21.5
6.45000	21.5
6.46667	21.5
6.48333	21.5
6.50000	21.5
6.51667	21.5
6.53333	21.3
6.55000	21.4
6.56667	21.4
6.58333	21.7
6.60000	21.5
6.61667	21.3
6.63333	21.4
6.65000	21.4
6.66667	21.5
6.68333	21.5
6.70000	21.4
6.71667	21.5
6.73333	21.5
6.75000	21.5
6.76667	21.5
6.78333	21.5
6.80000	21.3
6.81667	21.3
6.83333	21.4
6.85000	21.4
6.86667	21.4
6.88333	21.1
6.90000	21.3
6.91667	21.4
6.93333	21.4
6.95000	21.5
6.96667	21.4
6.98333	21.4
7.00000	21.5
7.01667	21.4
7.03333	21.4
7.05000	21.4
7.06667	21.4
7.08333	21.4
7.10000	21.4
7.11667	21.5
7.13333	21.5
7.15000	21.5
7.16667	21.5
7.18333	21.5
7.20000	21.5
7.21667	21.4
7.23333	21.5
7.25000	21.5
7.26667	21.1
7.28333	21.3
7.30000	21.4
7.31667	21.4
7.33333	21.5
7.35000	21.5
7.36667	21.5
7.38333	21.5
7.40000	21.5
7.41667	21.5
7.43333	21.5
7.45000	21.5
7.46667	21.5
7.48333	21.5
7.50000	21.4
7.51667	21.5
7.53333	21.5
7.55000	21.1
7.56667	21.4
7.58333	21.5
7.60000	21.5
7.61667	21.5
7.63333	21.5
7.65000	21.3
7.66667	21.4
7.68333	21.4
7.70000	21.5
7.71667	21.4
7.73333	21.4
7.75000	21.4
7.76667	21.7
7.78333	21.7
7.80000	21.5
7.81667	21.5
7.83333	21.3
7.85000	21.5
7.86667	21.5
7.88333	21.4
7.90000	21.5
7.91667	21.3
7.93333	21.3
7.95000	21.4
7.96667	21.4
7.98333	21.5
8.00000	21.3
8.01667	21.1
8.03333	21.1
8.05000	21.1
8.06667	21.1
8.08333	21.5
8.10000	21.5
8.11667	21.5
8.13333	21.5
8.15000	21.5
8.16667	21.7
8.18333	21.4
8.20000	21.4
8.21667	21.3
8.23333	21.4
8.25000	21.5
8.26667	21.4
8.28333	21.4
8.30000	21.1
8.31667	21.3
8.33333	21.4
8.35000	21.4
8.36667	21.4
8.38333	21.4
8.40000	21.4
8.41667	21.4
8.43333	21.4
8.45000	21.4
8.46667	21.4
8.48333	21.4
8.50000	21.3
8.51667	21.4
8.53333	21.5
8.55000	21.5
8.56667	21.5
8.58333	21.5
8.60000	21.4
8.61667	21.4
8.63333	21.4
8.65000	21.5
8.66667	21.3
8.68333	21.3
8.70000	21.3
8.71667	21.4
8.73333	21.4
8.75000	21.5
8.76667	21.5
8.78333	21.5
8.80000	21.5
8.81667	21.5
8.83333	21.5
8.85000	21.4
8.86667	21.3
8.88333	21.4
8.90000	21.5
8.91667	21.5
8.93333	21.5
8.95000	21.3
8.96667	21.4
8.98333	21.5
9.00000	21.5
9.01667	21.5
9.03333	21.5
9.05000	21.5
9.06667	21.5
9.08333	21.5
9.10000	21.5
9.11667	21.5
9.13333	21.5
9.15000	21.1
9.16667	21.5
9.18333	21.7
9.20000	21.5
9.21667	21.5
9.23333	21.5
9.25000	21.4
9.26667	21.4
9.28333	21.4
9.30000	21.5
9.31667	21.5
9.33333	21.5
9.35000	21.5
9.36667	21.5
9.38333	21.4
9.40000	21.4
9.41667	21.5
9.43333	21.5
9.45000	21.4
9.46667	21.5
9.48333	21.5
9.50000	21.5
9.51667	21.3
9.53333	21.4
9.55000	21.4
9.56667	21.5
9.58333	21.5
9.60000	21.5
9.61667	21.4
9.63333	21.5
9.65000	21.5
9.66667	21.4
9.68333	21.5
9.70000	21.0
9.71667	21.3
9.73333	21.5
9.75000	21.7
9.76667	21.5
9.78333	21.7
9.80000	21.1
9.81667	21.5
9.83333	21.5
9.85000	21.5
9.86667	21.5
9.88333	21.5
9.90000	21.3
9.91667	21.5
9.93333	21.5
9.95000	21.5
9.96667	21.5
9.98333	21.5
10.00000	21.4
10.01667	21.4
10.03333	21.4
10.05000	21.5
10.06667	21.4
10.08333	21.4
10.10000	21.5
10.11667	21.4
10.13333	21.4
10.15000	21.4
10.16667	21.3
10.18333	21.3
10.20000	21.4
10.21667	21.5
10.23333	21.7
10.25000	21.5
10.26667	21.3
10.28333	21.3
10.30000	21.4
10.31667	21.5
10.33333	21.7
10.35000	21.5
10.36667	21.3
10.38333	21.3
10.40000	21.4
10.41667	21.4
10.43333	21.4
10.45000	21.5
10.46667	21.3
10.48333	21.5
10.50000	21.4
10.51667	21.5
10.53333	21.4
10.55000	21.3
10.56667	21.5
10.58333	21.5
10.60000	21.4
10.61667	21.4
10.63333	21.5
10.65000	21.3
10.66667	21.4
10.68333	21.3
10.70000	21.5
10.71667	21.5
10.73333	21.5
10.75000	21.3
10.76667	21.4
10.78333	21.5
10.80000	21.4
10.81667	21.4
10.83333	21.3
10.85000	21.3
10.86667	21.5
10.88333	21.5
10.90000	21.5
10.91667	21.5
10.93333	21.1
10.95000	21.4
10.96667	21.4
10.98333	21.5
11.00000	21.4
11.01667	21.3
11.03333	21.3
11.05000	21.3
11.06667	21.4
11.08333	21.5
11.10000	21.5
11.11667	21.3
11.13333	21.4
11.15000	21.4
11.16667	21.5
11.18333	21.5
11.20000	21.5
11.21667	21.4
11.23333	21.7
11.25000	21.4
11.26667	21.5
11.28333	21.5
11.30000	21.1
11.31667	21.3
11.33333	21.5
11.35000	21.5
11.36667	21.4
11.38333	21.5
11.40000	21.3
11.41667	21.4
11.43333	21.5
11.45000	21.5
11.46667	21.5
11.48333	21.4
11.50000	21.3
11.51667	21.5
11.53333	21.4
11.55000	21.3
11.56667	21.5
11.58333	21.3
11.60000	21.3
11.61667	21.5
11.63333	21.5
11.65000	21.5
11.66667	21.5
11.68333	21.5
11.70000	21.4
11.71667	21.4
11.73333	21.4
11.75000	21.5
11.76667	21.5
11.78333	21.3
11.80000	21.5
11.81667	21.5
11.83333	21.5
11.85000	21.5
11.86667	21.1
11.88333	21.4
11.90000	21.4
11.91667	21.5
11.93333	21.5
11.95000	21.7
11.96667	21.3
11.98333	21.7
12.00000	21.4
12.01667	21.4
12.03333	21.4
12.05000	21.5
12.06667	21.4
12.08333	21.5
12.10000	21.7
12.11667	21.4
12.13333	21.4
12.15000	21.4
12.16667	21.3
12.18333	21.4
12.20000	21.4
12.21667	21.5
12.23333	21.5
12.25000	21.0
12.26667	21.3
12.28333	21.5
12.30000	21.4
12.31667	21.5
12.33333	21.5
12.35000	21.3
12.36667	21.5
12.38333	21.5
12.40000	21.4
12.41667	21.4
12.43333	21.4
12.45000	21.5
12.46667	21.4
12.48333	21.4
12.50000	21.4
12.51667	21.3
12.53333	21.3
12.55000	21.5
12.56667	21.3
12.58333	21.5
12.60000	21.5
12.61667	21.3
12.63333	21.3
12.65000	21.3
12.66667	21.4
12.68333	21.5
12.70000	21.5
12.71667	21.4
12.73333	21.3
12.75000	21.4
12.76667	21.4
12.78333	21.5
12.80000	21.4
12.81667	21.4
12.83333	21.7
12.85000	21.5
12.86667	21.7
12.88333	21.5
12.90000	21.1
12.91667	21.4
12.93333	21.4
12.95000	21.5
12.96667	21.5
12.98333	21.5
13.00000	21.3
13.01667	21.5
13.03333	21.4
13.05000	21.4
13.06667	21.5
13.08333	21.4
13.10000	21.3
13.11667	21.4
13.13333	21.4
13.15000	21.7
13.16667	21.5
13.18333	21.3
13.20000	21.4
13.21667	21.5
13.23333	21.7
13.25000	21.4
13.26667	21.4
13.28333	21.4
13.30000	21.5
13.31667	21.5
13.33333	21.3
13.35000	21.5
13.36667	21.1
13.38333	21.4
13.40000	21.4
13.41667	21.4
13.43333	21.5
13.45000	21.5
13.46667	21.3
13.48333	21.4
13.50000	21.4
13.51667	21.5
13.53333	21.5
13.55000	21.4
13.56667	21.4
13.58333	21.7
13.60000	21.5
13.61667	21.5
13.63333	21.5
13.65000	21.0
13.66667	21.3
13.68333	21.3
13.70000	21.5
13.71667	21.7
13.73333	21.5
13.75000	21.4
13.76667	21.5
13.78333	21.4
13.80000	21.5
13.81667	21.5
13.83333	21.5
13.85000	21.1
13.86667	21.3
13.88333	21.4
13.90000	21.4
13.91667	21.5
13.93333	21.4
13.95000	21.3
13.96667	21.4
13.98333	21.4
14.00000	21.5
14.01667	21.4
14.03333	21.1
14.05000	21.4
14.06667	21.4
14.08333	21.5
14.10000	21.5
14.11667	21.1
14.13333	21.3
14.15000	21.5
14.16667	21.7
14.18333	21.5
14.20000	21.4
14.21667	21.1
14.23333	21.3
14.25000	21.3
14.26667	21.5
14.28333	21.4
14.30000	21.5
14.31667	21.3
14.33333	21.3
14.35000	21.5
14.36667	21.5
14.38333	21.5
14.40000	21.5
14.41667	21.3
14.43333	21.4
14.45000	21.4
14.46667	21.5
14.48333	21.5
14.50000	21.3
14.51667	21.5
14.53333	21.5
14.55000	21.5
14.56667	21.5
14.58333	21.5
14.60000	21.3
14.61667	21.5
14.63333	21.4
14.65000	21.5
14.66667	21.5
14.68333	21.4
14.70000	21.3
14.71667	21.3
14.73333	21.5
14.75000	21.5
14.76667	21.5
14.78333	21.3
14.80000	21.4
14.81667	21.5
14.83333	21.5
14.85000	21.5
14.86667	21.5
14.88333	21.4
14.90000	21.4
14.91667	21.4
14.93333	21.5
14.95000	21.7
14.96667	21.3
14.98333	21.3
15.00000	21.5
15.01667	21.4
15.03333	21.5
15.05000	21.5
15.06667	21.1
15.08333	21.4
15.10000	21.4
15.11667	21.7
15.13333	21.4
15.15000	21.5
15.16667	21.3
15.18333	21.7
15.20000	21.5
15.21667	21.5
15.23333	21.5
15.25000	21.1
15.26667	21.4
15.28333	21.4
15.30000	21.5
15.31667	21.5
15.33333	21.5
15.35000	21.3
15.36667	21.5
15.38333	21.5
15.40000	21.7
15.41667	21.4
15.43333	21.5
15.45000	21.3
15.46667	21.4
15.48333	21.4
15.50000	21.4
15.51667	21.5
15.53333	21.3
15.55000	21.4
15.56667	21.3
15.58333	21.5
15.60000	21.7
15.61667	21.4
15.63333	21.3
15.65000	21.5
15.66667	21.5
15.68333	21.5
15.70000	21.5
15.71667	21.3
15.73333	21.3
15.75000	21.5
15.76667	21.5
15.78333	21.5
15.80000	21.5
15.81667	21.4
15.83333	21.1
15.85000	21.4
15.86667	21.7
15.88333	21.5
15.90000	21.5
15.91667	21.3
15.93333	21.5
15.95000	21.4
15.96667	21.4
15.98333	21.4
16.00000	21.3
16.01667	21.3
16.03333	21.7
16.05000	21.4
16.06667	21.5
16.08333	21.5
16.10000	21.3
16.11667	21.5
16.13333	21.5
16.15000	21.4
16.16667	21.5
16.18333	21.5
16.20000	21.3
16.21667	21.4
16.23333	21.5
16.25000	21.5
16.26667	21.4
16.28333	21.4
16.30000	21.4
16.31667	21.4
16.33333	21.5
16.35000	21.5
16.36667	21.5
16.38333	21.3
16.40000	21.5
16.41667	21.5
16.43333	21.5
16.45000	21.5
16.46667	21.3
16.48333	21.3
16.50000	21.5
16.51667	21.5
16.53333	21.5
16.55000	21.4
16.56667	21.4
16.58333	21.4
16.60000	21.4
16.61667	21.4
16.63333	21.4
16.65000	21.5
16.66667	21.4
16.68333	21.4
16.70000	21.4
16.71667	21.5
16.73333	21.5
16.75000	21.4
16.76667	21.4
16.78333	21.5
16.80000	21.5
16.81667	21.5
16.83333	21.5
16.85000	21.3
16.86667	21.5
16.88333	21.5
16.90000	21.5
16.91667	21.4
16.93333	21.7
16.95000	21.4
16.96667	21.4
16.98333	21.4
17.00000	21.5
17.01667	21.5
17.03333	21.5
17.05000	21.4
17.06667	21.5
17.08333	21.5
17.10000	21.5
17.11667	21.5
17.13333	21.3
17.15000	21.3
17.16667	21.5
17.18333	21.5
17.20000	21.5
17.21667	21.4
17.23333	21.3
17.25000	21.5
17.26667	21.5
17.28333	21.5
17.30000	21.5
17.31667	21.3
17.33333	21.3
17.35000	21.4
17.36667	21.4
17.38333	21.5
17.40000	21.5
17.41667	21.4
17.43333	21.4
17.45000	21.4
17.46667	21.4
17.48333	21.4
17.50000	21.4
17.51667	21.5
17.53333	21.7
17.55000	21.4
17.56667	21.5
17.58333	21.4
17.60000	21.0
17.61667	21.3
17.63333	21.5
17.65000	21.7
17.66667	21.7
17.68333	21.7
17.70000	21.1
17.71667	21.7
17.73333	21.4
17.75000	21.5
17.76667	21.5
17.78333	21.5
17.80000	21.4
17.81667	21.4
17.83333	21.5
17.85000	21.5
17.86667	21.5
17.88333	21.1
17.90000	21.4
17.91667	21.4
17.93333	21.7
17.95000	21.4
17.96667	21.7
17.98333	21.4
18.00000	21.8
18.01667	21.5
18.03333	21.5
18.05000	21.4
18.06667	21.1
18.08333	21.3
18.10000	21.5
18.11667	21.7
18.13333	21.5
18.15000	21.5
18.16667	21.3
18.18333	21.4
18.20000	21.3
18.21667	21.5
18.23333	21.5
18.25000	21.5
18.26667	21.3
18.28333	21.5
18.30000	21.4
18.31667	21.4
18.33333	21.5
18.35000	21.3
18.36667	21.4
18.38333	21.4
18.40000	21.5
18.41667	21.7
18.43333	21.4
18.45000	21.3
18.46667	21.5
18.48333	21.4
18.50000	21.5
18.51667	21.5
18.53333	21.5
18.55000	21.3
18.56667	21.5
18.58333	21.4
18.60000	21.5
18.61667	21.5
18.63333	21.5
18.65000	21.3
18.66667	21.4
18.68333	21.4
18.70000	21.7
18.71667	21.4
18.73333	21.1
18.75000	21.4
18.76667	21.5
18.78333	21.5
18.80000	21.5
18.81667	21.5
18.83333	21.4
18.85000	21.5
18.86667	21.4
18.88333	21.4
18.90000	21.5
18.91667	21.4
18.93333	21.3
18.95000	21.7
18.96667	21.4
18.98333	21.5
19.00000	21.7
19.01667	21.4
19.03333	21.3
19.05000	21.5
19.06667	21.5
19.08333	21.5
19.10000	21.5
19.11667	21.4
19.13333	21.5
19.15000	21.5
19.16667	21.5
19.18333	21.5
19.20000	21.3
19.21667	21.5
19.23333	21.4
19.25000	21.5
19.26667	21.5
19.28333	21.5
19.30000	21.4
19.31667	21.3
19.33333	21.5
19.35000	21.5
19.36667	21.5
19.38333	21.5
19.40000	21.4
19.41667	21.3
19.43333	21.5
19.45000	21.5
19.46667	21.5
19.48333	21.0
19.50000	21.4
19.51667	21.4
19.53333	21.5
19.55000	21.4
19.56667	21.5
19.58333	21.4
19.60000	21.5
19.61667	21.5
19.63333	21.7
19.65000	21.4
19.66667	21.3
19.68333	21.4
19.70000	21.5
19.71667	21.4
19.73333	21.4
19.75000	21.5
19.76667	21.4
19.78333	21.4
19.80000	21.4
19.81667	21.5
19.83333	21.5
19.85000	21.4
19.86667	21.3
19.88333	21.5
19.90000	21.5
19.91667	21.5
19.93333	21.5
19.95000	21.3
19.96667	21.4
19.98333	21.5
20.00000	21.5
20.01667	21.5
20.03333	21.7
20.05000	21.4
20.06667	21.7
20.08333	21.4
20.10000	21.5
20.11667	21.7
20.13333	21.5
20.15000	21.3
20.16667	21.5
20.18333	21.5
20.20000	21.5
20.21667	21.5
20.23333	21.5
20.25000	21.3
20.26667	21.4
20.28333	21.5
20.30000	21.5
20.31667	21.5
20.33333	21.3
20.35000	21.5
20.36667	21.5
20.38333	21.7
20.40000	21.5
20.41667	21.1
20.43333	21.4
20.45000	21.5
20.46667	21.5
20.48333	21.5
20.50000	21.4
20.51667	21.4
20.53333	21.4
20.55000	21.5
20.56667	21.5
20.58333	21.5
20.60000	21.5
20.61667	21.3
20.63333	21.4
20.65000	21.7
20.66667	21.7
20.68333	21.5
20.70000	21.5
20.71667	21.3
20.73333	21.5
20.75000	21.5
20.76667	21.7
20.78333	21.7
20.80000	21.4
20.81667	21.5
20.83333	21.5
20.85000	21.3
20.86667	21.5
20.88333	21.5
20.90000	21.3
20.91667	21.5
20.93333	21.5
20.95000	21.5
20.96667	21.4
20.98333	21.5
21.00000	21.4
21.01667	21.5
21.03333	21.5
21.05000	21.5
21.06667	21.5
21.08333	21.4
21.10000	21.3
21.11667	21.4
21.13333	21.5
21.15000	21.5
21.16667	21.5
21.18333	21.4
21.20000	21.4
21.21667	21.5
21.23333	21.5
21.25000	21.5
21.26667	21.1
21.28333	21.3
21.30000	21.5
21.31667	21.5
21.33333	21.5
21.35000	21.5
21.36667	21.4
21.38333	21.4
21.40000	21.4
21.41667	21.5
21.43333	21.4
21.45000	21.4
21.46667	21.4
21.48333	21.5
21.50000	21.5
21.51667	21.5
21.53333	21.5
21.55000	21.3
21.56667	21.4
21.58333	21.5
21.60000	21.7
21.61667	21.5
21.63333	21.5
21.65000	21.4
21.66667	21.7
21.68333	21.5
21.70000	21.7
21.71667	21.5
21.73333	21.5
21.75000	21.5
21.76667	21.4
21.78333	21.7
21.80000	21.5
21.81667	21.7
21.83333	21.3
21.85000	21.4
21.86667	21.5
21.88333	21.5
21.90000	21.5
21.91667	21.5
21.93333	21.4
21.95000	21.7
21.96667	21.4
21.98333	21.5
22.00000	21.5
22.01667	21.3
22.03333	21.3
22.05000	21.5
22.06667	21.5
22.08333	21.7
22.10000	21.5
22.11667	21.3
22.13333	21.4
22.15000	21.5
22.16667	21.7
22.18333	21.5
22.20000	21.5
22.21667	21.4
22.23333	21.5
22.25000	21.5
22.26667	21.5
22.28333	21.4
22.30000	21.3
22.31667	21.5
22.33333	21.5
22.35000	21.7
22.36667	21.5
22.38333	21.7
22.40000	21.5
22.41667	21.8
22.43333	21.5
22.45000	21.7
22.46667	21.7
22.48333	21.5
22.50000	21.3
22.51667	21.7
22.53333	21.5
22.55000	21.5
22.56667	21.5
22.58333	21.4
22.60000	21.4
22.61667	21.5
22.63333	21.7
22.65000	21.7
22.66667	21.7
22.68333	21.4
22.70000	21.5
22.71667	21.1
22.73333	21.4
22.75000	21.4
22.76667	21.3
22.78333	21.4
22.80000	21.4
22.81667	21.5
22.83333	21.7
22.85000	21.7
22.86667	21.4
22.88333	21.4
22.90000	21.5
22.91667	21.5
22.93333	21.5
22.95000	21.5
22.96667	21.3
22.98333	21.1
23.00000	21.4
23.01667	21.5
23.03333	21.5
23.05000	21.5
23.06667	21.4
23.08333	21.7
23.10000	21.5
23.11667	21.4
23.13333	21.5
23.15000	21.3
23.16667	21.4
23.18333	21.5
23.20000	21.5
23.21667	21.5
23.23333	21.5
23.25000	21.5
23.26667	21.4
23.28333	21.4
23.30000	21.7
23.31667	21.5
23.33333	21.5
23.35000	21.4
23.36667	21.5
23.38333	21.5
23.40000	21.5
23.41667	21.4
23.43333	21.1
23.45000	21.3
23.46667	21.4
23.48333	21.4
23.50000	21.4
23.51667	21.5
23.53333	21.3
23.55000	21.5
23.56667	21.5
23.58333	21.7
23.60000	21.5
23.61667	21.1
23.63333	21.3
23.65000	21.5
23.66667	21.7
23.68333	21.7
23.70000	21.5
23.71667	21.4
23.73333	21.4
23.75000	21.5
23.76667	21.7
23.78333	21.5
23.80000	21.4
23.81667	21.3
23.83333	21.7
23.85000	21.5
23.86667	21.5
23.88333	21.5
23.90000	21.1
23.91667	21.4
23.93333	21.5
23.95000	21.5
23.96667	21.5
23.98333	21.5
24.00000	21.5
24.01667	21.4
24.03333	21.5
24.05000	21.5
24.06667	21.5
24.08333	21.7
24.10000	21.4
24.11667	21.5
24.13333	21.4
24.15000	21.4
24.16667	21.5
24.18333	21.5
24.20000	21.3
24.21667	21.5
24.23333	21.5
24.25000	21.5
24.26667	21.5
24.28333	21.4
24.30000	21.7
24.31667	21.5
24.33333	21.4
24.35000	21.5
24.36667	21.4
24.38333	21.3
24.40000	21.7
24.41667	21.4
24.43333	21.5
24.45000	21.5
24.46667	21.4
24.48333	21.4
24.50000	21.5
24.51667	21.5
24.53333	21.5
24.55000	21.5
24.56667	21.3
24.58333	21.5
24.60000	21.5
24.61667	21.5
24.63333	21.5
24.65000	21.7
24.66667	21.3
24.68333	21.3
24.70000	21.5
24.71667	21.5
24.73333	21.5
24.75000	21.5
24.76667	21.4
24.78333	21.5
24.80000	21.4
24.81667	21.7
24.83333	21.5
24.85000	21.1
24.86667	21.3
24.88333	21.4
24.90000	21.7
24.91667	21.7
24.93333	21.5
24.95000	21.5
24.96667	21.7
24.98333	21.5
25.00000	21.5
25.01667	21.7
25.03333	21.4
25.05000	21.4
25.06667	21.4
25.08333	21.7
25.10000	21.7
25.11667	21.5
25.13333	21.3
25.15000	21.5
25.16667	21.5
25.18333	21.7
25.20000	21.5
25.21667	21.5
25.23333	21.4
25.25000	21.4
25.26667	21.5
25.28333	21.5
25.30000	21.5
25.31667	21.1
25.33333	21.5
25.35000	21.4
25.36667	21.7
25.38333	21.5
25.40000	21.5
25.41667	21.3
25.43333	21.7
25.45000	21.5
25.46667	21.5
25.48333	21.5
25.50000	21.4
25.51667	21.3
25.53333	21.5
25.55000	21.7
25.56667	21.7
25.58333	21.8
25.60000	21.4
25.61667	21.5
25.63333	21.5
25.65000	21.4
25.66667	21.4
25.68333	21.5
25.70000	21.3
25.71667	21.5
25.73333	21.5
25.75000	21.7
25.76667	21.5
25.78333	21.3
25.80000	21.4
25.81667	21.7
25.83333	21.7
25.85000	21.5
25.86667	21.5
25.88333	21.4
25.90000	21.7
25.91667	21.4
25.93333	21.5
25.95000	21.5
25.96667	21.5
25.98333	21.4
26.00000	21.5
26.01667	21.5
26.03333	21.7
26.05000	21.5
26.06667	21.5
26.08333	21.4
26.10000	21.5
26.11667	21.5
26.13333	21.5
26.15000	21.4
26.16667	21.3
26.18333	21.7
26.20000	21.5
26.21667	21.7
26.23333	21.4
26.25000	21.3
26.26667	21.4
26.28333	21.5
26.30000	21.7
26.31667	21.7
26.33333	21.5
26.35000	21.4
26.36667	21.3
26.38333	21.5
26.40000	21.5
26.41667	21.7
26.43333	21.5
26.45000	21.3
26.46667	21.4
26.48333	21.5
26.50000	21.7
26.51667	21.7
26.53333	21.4
26.55000	21.3
26.56667	21.5
26.58333	21.7
26.60000	21.7
26.61667	21.5
26.63333	21.5
26.65000	21.3
26.66667	21.5
26.68333	21.5
26.70000	21.5
26.71667	21.7
26.73333	21.1
26.75000	21.5
26.76667	21.4
26.78333	21.8
26.80000	21.7
26.81667	21.5
26.83333	21.4
26.85000	21.7
26.86667	21.5
26.88333	21.5
26.90000	21.5
26.91667	21.3
26.93333	21.3
26.95000	21.5
26.96667	21.5
26.98333	21.7
27.00000	21.7
27.01667	21.4
27.03333	21.5
27.05000	21.4
27.06667	21.7
27.08333	21.7
27.10000	21.3
27.11667	21.5
27.13333	21.5
27.15000	21.5
27.16667	21.5
27.18333	21.5
27.20000	21.4
27.21667	21.5
27.23333	21.5
27.25000	21.5
27.26667	21.5
27.28333	21.5
27.30000	21.4
27.31667	21.8
27.33333	21.4
27.35000	21.5
27.36667	21.5
27.38333	21.1
27.40000	21.4
27.41667	21.5
27.43333	21.5
27.45000	21.5
27.46667	21.7
27.48333	21.3
27.50000	21.7
27.51667	21.5
27.53333	21.5
27.55000	21.7
27.56667	21.4
27.58333	21.5
27.60000	21.5
27.61667	21.4
27.63333	21.5
27.65000	21.7
27.66667	21.3
27.68333	21.3
27.70000	21.4
27.71667	21.4
27.73333	21.5
27.75000	21.7
27.76667	21.4
27.78333	21.8
27.80000	21.5
27.81667	21.5
27.83333	21.7
27.85000	21.5
27.86667	21.4
27.88333	21.4
27.90000	21.7
27.91667	21.8
27.93333	21.5
27.95000	21.5
27.96667	21.4
27.98333	21.5
28.00000	21.5
28.01667	21.5
28.03333	21.7
28.05000	21.3
28.06667	21.7
28.08333	21.5
28.10000	21.7
28.11667	21.5
28.13333	21.3
28.15000	21.3
28.16667	21.5
28.18333	21.5
28.20000	21.5
28.21667	21.5
28.23333	21.3
28.25000	21.8
28.26667	21.4
28.28333	21.5
28.30000	21.5
28.31667	21.5
28.33333	21.4
28.35000	21.5
28.36667	21.4
28.38333	21.7
28.40000	21.5
28.41667	21.4
28.43333	21.4
28.45000	21.7
28.46667	21.5
28.48333	21.5
28.50000	21.5
28.51667	21.4
28.53333	21.5
28.55000	21.5
28.56667	21.4
28.58333	21.7
28.60000	21.5
28.61667	21.4
28.63333	21.4
28.65000	21.5
28.66667	21.7
28.68333	21.7
28.70000	21.3
28.71667	21.4
28.73333	21.8
28.75000	21.5
28.76667	21.5
28.78333	21.7
28.80000	21.1
28.81667	21.3
28.83333	21.5
28.85000	21.5
28.86667	21.5
28.88333	21.5
28.90000	21.4
28.91667	21.7
28.93333	21.5
28.95000	21.5
28.96667	21.5
28.98333	21.3
29.00000	21.4
29.01667	21.5
29.03333	21.5
29.05000	21.5
29.06667	21.5
29.08333	21.5
29.10000	21.5
29.11667	21.4
29.13333	21.7
29.15000	21.5
29.16667	21.5
29.18333	21.4
29.20000	21.4
29.21667	21.5
29.23333	21.5
29.25000	21.5
29.26667	21.1
29.28333	21.4
29.30000	21.5
29.31667	21.7
29.33333	21.5
29.35000	21.4
29.36667	21.4
29.38333	21.7
29.40000	21.5
29.41667	21.7
29.43333	21.5
29.45000	21.5
29.46667	21.4
29.48333	21.5
29.50000	21.5
29.51667	21.7
29.53333	21.7
29.55000	21.5
29.56667	21.5
29.58333	21.4
29.60000	21.7
29.61667	21.7
29.63333	21.7
29.65000	21.1
29.66667	21.7
29.68333	21.5
29.70000	21.5
29.71667	21.7
29.73333	21.7
29.75000	21.5
29.76667	21.7
29.78333	21.5
29.80000	21.7
29.81667	21.5
29.83333	21.4
29.85000	21.5
29.86667	21.4
29.88333	21.5
29.90000	21.7
29.91667	21.4
29.93333	21.4
29.95000	21.4
29.96667	21.5
29.98333	21.5
30.00000	21.5
30.01667	21.5
30.03333	21.5
30.05000	21.7
30.06667	21.7
30.08333	21.5
30.10000	21.5
30.11667	21.5
30.13333	21.7
30.15000	21.5
30.16667	21.5
30.18333	21.7
30.20000	21.1
30.21667	21.4
30.23333	21.5
